X,Y,OBJECTID_12_13,Plant_ID,Plant_Alias,Plant_Label,MW,Gross_MWh,Net_MWh,General_Fuel,Status,STEP_License_Status,Gen_Count,Initial_Start_Date,Online_Year,Retire_Date,Docket_ID,CEC_Sited_Flag,STEP_Project_Type,REAT_ID,WREGIS_ID,County,State_,Peaker,Renewable_Energy,CEC_Jurisdictional_Plant,CEC_Data_Source,Wind_Resource,LRA,Sub_Area,Service_Area,Service_Category,Caliso_Balancing_Authorities,Air_District,Air_Basin,Quad,Senate_District,Assembly_District,Congressional_District,CES30_PercentileRange,CES30_Percentile,Website,CEC_Link,Aerial,C_Comments,Longitude,Latitude,Elevation,Operation_Job,Property_Tax,Capacity_Factor,Income_Percent,Project_Location,Creator,Creator_Date,Last_Editor,Last_Editor_Date,GlobalID
-117.177092536891493,32.735399540563392,570,G0581, ,Southwest Marine,1.3,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Point Loma,Senate District 39,Assembly District 78,Congressional District 53,55-60%,58,,,"<a href="""">Google Earth</a>",,-117.17709254,32.73539954,4.996525,,,,139,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,7fd435ba-5ac7-4ab4-b442-08c6102106d1
-117.146314106562471,32.72631165185453,571,G0388,"Navy Regional Medical Center - Balboa Hosp.; Va Medical Center",Naval Hosp. Medical Ctr.,9.9,24344,23370,Gas,Operating,,5,1986-09-01T00:00:00.000Z,1986,2003-03-31T00:00:00.000Z,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Point Loma,Senate District 39,Assembly District 78,Congressional District 53,,,,,"<a href=""https://earth.google.com/web/@32.7253789,-117.1452053,69.69559782a,871.92522688d,35y,0h,45t,0r/data=CjoaOBIyCgAZrlo-N9lcQEAhLa0rC0tJXcAqHDMywrA0MyczMS40Ik4gMTE3wrAwOCc0Mi43IlcYAiABKAI"">Google Earth</a>",,-117.14631411,32.72631165,61.788041,,,0.268739,,,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,db7300ed-2d2c-4bf8-994a-1eefe5fe0446
-117.196769908610534,32.748696571327514,572,S0400,,USMC Maintenance Officer,1.53,2681,2681,Solar,Operating,,1,2012-08-08T00:00:00.000Z,2012,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Point Loma,Senate District 39,Assembly District 78,Congressional District 53,55-60%,58,,,"<a href="""">Google Earth</a>",,-117.19676991,32.74869657,4.157070,,,0.199486,59,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,e4812327-5bc3-4ff2-9025-9b641ffc349a
-117.05628840658656,32.681256396143894,573,G0695, ,Pacific Bell,6.42,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,National City,Senate District 40,Assembly District 80,Congressional District 53,45-50%,47,,,"<a href="""">Google Earth</a>",,-117.05628841,32.6812564,91.560701,,,,85,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,33066a14-e70a-461a-8d6e-2b1807689a90
-116.995485610649609,32.641749054647981,574,S0399,,Southwestern Community College,1.13,1996,1996,Solar,Operating,,1,2014-10-24T00:00:00.000Z,2014,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Jamul Mountains,Senate District 40,Assembly District 80,Congressional District 53,20-25%,22,,,"<a href="""">Google Earth</a>",,-116.99548561,32.64174905,148.096187,,,0.201090,143,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,3692cc3f-3f8d-4142-ad20-32c87338762d
-117.045976285722162,32.688838756595601,575,G0155, ,Costello's Coin Laundry,0.01,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,National City,Senate District 40,Assembly District 79,Congressional District 53,35-40%,38,,,"<a href=""https://earth.google.com/web/@32.6885333,-117.0405694,141.90701165a,872.32344643d,35y,0h,45t,0r/data=CjoaOBIyCgAZfdry2yFYQEAh-Y1lsJhCXcAqHDMywrA0MScxOC43Ik4gMTE3wrAwMicyNi4xIlcYAiABKAI"">Google Earth</a>",,-117.04597629,32.68883876,104.450473,,,,86,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,0684b885-82e8-4e55-a84e-350a5b7de4ff
-117.011417802448506,32.59856579612606,576,E0061,"Otay Landfill 1 & 2; Otay Power; Otay LF; Covanta Otay 3",Otay Landfill 1 & 2,3.7,15485,13945,Landfill Gas,Operating,,2,1986-12-01T00:00:00.000Z,1986,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Imperial Beach,Senate District 40,Assembly District 79,Congressional District 53,20-25%,24,,,"<a href=""https://earth.google.com/web/@32.5985653,-117.0114169,86.59252705a,873.29190713d,35y,0h,45t,0r/data=CjoaOBIyCgAZnQKqyZ1MQEAhygfzDbtAXcAqHDMywrAzNSc1NC44Ik4gMTE3wrAwMCc0MS4xIlcYAiABKAI"">Google Earth</a>",,-117.0114178,32.5985658,86.967900,,,0.429066,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,23ab805b-13ba-4bc4-b361-e8099a770fe3
-117.01142146006913,32.605283275090407,577,E0300,,Otay 3,6.9,24046,22730,Digester Gas,Operating,,3,2007-03-08T00:00:00.000Z,2007,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Imperial Beach,Senate District 40,Assembly District 79,Congressional District 53,20-25%,24,,,"<a href=""https://earth.google.com/web/@32.6052842,-117.0114231,138.63981842a,873.2174037d,35y,0h,45t,0r/data=CjoaOBIyCgAZjOTh83lNQEAh0Dr0J7tAXcAqHDMywrAzNicxOS4wIk4gMTE3wrAwMCc0MS4xIlcYAiABKAI"">Google Earth</a>",,-117.01142146,32.60528328,134.945271,,,0.375023,164,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,913724e8-e194-4471-b5d0-6f061f99f9d9
-117.017240522361504,32.620278051711786,578,G0553, ,Sharp Community Hosp.,0.3,,,Gas,Non-Operational,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Imperial Beach,Senate District 40,Assembly District 79,Congressional District 53,40-45%,45,,,"<a href="""">Google Earth</a>",,-117.01724052,32.62027805,130.414711,,,,121,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4268c160-84cd-42e4-9f46-1ec78ac90dfc
-117.006445576167408,32.779645567681072,579,G0241,,Grossmont Hosp.,4.6,29841,29556,Gas,Operating,,3,1983-08-01T00:00:00.000Z,1983,,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 38,Assembly District 79,Congressional District 53,50-55%,52,,,"<a href=""https://earth.google.com/web/@32.7807889,-117.00315,200.39164174a,871.32652299d,35y,0h,45t,0r/data=CjoaOBIyCgAZN0oD5PBjQEAh374OnDNAXcAqHDMywrA0Nic1MC44Ik4gMTE3wrAwMCcxMS4zIlcYAiABKAI"">Google Earth</a>",,-117.00644558,32.77964557,189.920537,,,0.731468,100,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,74cbd7f3-cd3f-4c75-9e29-b30f14a75179
-117.011621384767722,32.782404076723438,580,S0390,,"Fairfield Grossmont Trolley
",0.06,,,Solar,Operating,,1,2010-04-27T00:00:00.000Z,2010,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 38,Assembly District 79,Congressional District 53,50-55%,52,,,"<a href="""">Google Earth</a>",,-117.01162138,32.78240408,164.251093,,,,100,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,de6791df-f2c9-4c95-ae9c-7e4f4b8dac81
-117.043928763260212,32.742172313013086,581,G0612, ,Thompson Coin Laundry,0.011,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,National City,Senate District 38,Assembly District 79,Congressional District 53,70-75%,75,,,"<a href="""">Google Earth</a>",,-117.04392876,32.74217231,123.794577,,,,64,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,54010bd5-b0fa-42eb-93b3-258bab7e4ddc
-117.152421641103658,32.798842581671551,582,G0109,Children's Hospital & Health,Children's Hosp. 2,3.52,28674,26563,Gas,Operating,,5,1983-06-01T00:00:00.000Z,1983,2004-07-09T00:00:00.000Z,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Jolla,Senate District 39,Assembly District 79,Congressional District 53,50-55%,52,,,"<a href=""https://earth.google.com/web/@32.7990156,-117.1525931,127.54854243a,871.13174437d,35y,0h,45t,0r/data=CjoaOBIyCgAZNX-nJEZmQEAhGIbZFcRJXcAqHDMywrA0Nyc1Ni41Ik4gMTE3wrAwOScwOS4zIlcYAiABKAI"">Google Earth</a>",,-117.15242164,32.79884258,126.004966,,,0.859097,108,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,d7a37041-8db2-4fcc-bdf4-7bbfe7c66d73
-117.068547478343177,32.772890098658337,583,G0191, ,El Conquistador,0.1,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 39,Assembly District 79,Congressional District 53,35-40%,39,,,"<a href=""https://earth.google.com/web/@32.7723861,-117.0663861,141.17597098a,871.41818607d,35y,0h,45t,0r/data=CjoaOBIyCgAZR7E3jN1iQEAhLBp8qz9EXcAqHDMywrA0NicyMC42Ik4gMTE3wrAwMyc1OS4wIlcYAiABKAI"">Google Earth</a>",,-117.06854748,32.7728901,133.102968,,,,53,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,a90276d6-0f5e-40d9-947b-5366fe5e1c5a
-117.070080325304929,32.778420894649337,584,G0511,SDSU #2,SDSU,14.3,57708.010000,55151,Gas,Operating,,3,2002-09-01T00:00:00.000Z,2002,,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 39,Assembly District 79,Congressional District 53,45-50%,49,,,"<a href="""">Google Earth</a>",,-117.07008033,32.77842089,118.315991,,,0.439061,61,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4109fc3e-8c5c-48b7-8736-cbb9a6a59390
-117.04583415022168,32.781258212096986,585,H0006,,Alvarado,1,,,Hydro,Operating,,2,1985-04-01T00:00:00.000Z,1985,2009-12-31T00:00:00.000Z,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 39,Assembly District 79,Congressional District 53,10-15%,12,,,"<a href="""">Google Earth</a>",,-117.04583415,32.78125821,148.082151,,,,170,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,61bfec0f-352e-47c6-8c70-0be5df10139b
-117.006705259122285,32.816233320742874,586,G0240, ,Grossmont College,0.2,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Mesa,Senate District 38,Assembly District 71,Congressional District 53,10-15%,10,,,"<a href=""https://earth.google.com/web/@32.8164083,-117.0063639,227.90012276a,870.94270156d,35y,0h,45t,0r/data=CjoaOBIyCgAZa1cyEYBoQEAhAJghRGhAXcAqHDMywrA0OCc1OS4xIk4gMTE3wrAwMCcyMi45IlcYAiABKAI"">Google Earth</a>",,-117.00670526,32.81623332,223.647946,,,,102,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,9792a692-c7a1-48ce-944c-751994394a2f
-116.972179724188749,32.795832695753006,587,G0189,"Cabrillo II; El Cajon GT",El Cajon 4,13,,,Gas,Operating,,1,1968-11-01T00:00:00.000Z,1968,,,N,,G-13,,San Diego,CA,1,0,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,El Cajon,Senate District 38,Assembly District 71,Congressional District 53,85-90%,88,,,"<a href=""https://earth.google.com/web/@32.7974278,-116.9728361,132.9371223a,871.14606607d,35y,0h,45t,0r/data=CjoaOBIyCgAZ6_U4HRJmQEAhkHdY8kI-XcAqHDMywrA0Nyc1MC43Ik4gMTE2wrA1OCcyMi4yIlcYAiABKAI"">Google Earth</a>",,-116.97217972,32.7958327,131.325480,,,,61,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,abe9c049-809d-4568-bcf5-278692ff8567
-116.961900653809579,32.793022134315898,588,G0910,Cajon,Cuyamaca,46.8,15499,14886,Gas,Operating,,1,2002-05-29T00:00:00.000Z,2002,,,N,,G-13,,San Diego,CA,1,0,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,El Cajon,Senate District 38,Assembly District 71,Congressional District 53,70-75%,73,,,"<a href="""">Google Earth</a>",,-116.96190065,32.79302213,133.735476,,,0.036211,51,Low Income,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,cd5725eb-a724-4c50-babb-52c1c838a488
-116.972067881105843,32.796168389335399,589,G0951,,El Cajon 3,49.23,17512,16736,Gas,Operating,,1,2010-06-15T00:00:00.000Z,2010,,,N,,G-13,,San Diego,CA,1,0,0,QFER,,San Diego/ IV Area,El Cajon,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,El Cajon,Senate District 38,Assembly District 71,Congressional District 53,85-90%,88,,,"<a href="""">Google Earth</a>",,-116.97206788,32.79616839,131.013184,,,0.038702,61,Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,10e9a0e1-618d-4ca4-ab61-6779f2d3132d
-117.236177257201419,32.901169881177175,590,G1018,Johnson & Johnson Gen 1&2,Johnson & Johnson 1 & 2,1.1,,,Gas,Operating,,2,2003-10-31T00:00:00.000Z,2003,2011-12-31T00:00:00.000Z,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Del Mar,Senate District 39,Assembly District 78,Congressional District 49,20-25%,20,,,"<a href="""">Google Earth</a>",,-117.23617726,32.90116988,101.793102,,,,89,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,aa5805b4-e1d5-49a2-93cb-262ec56c64cb
-117.230271016716955,32.875507331865322,591,G0646,VA Hospital San Diego,VA Hosp. - San Diego,4.6,22591,22591,Gas,Operating,,1,2004-12-01T00:00:00.000Z,2004,,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Del Mar,Senate District 39,Assembly District 78,Congressional District 49,15-20%,18,,,"<a href="""">Google Earth</a>",,-117.23027102,32.87550733,100.604018,,,0.559095,67,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,e076acbe-3fe2-4c5a-96bd-0fc9730230cc
-117.246147817819804,32.887072153243494,592,G0521,,Salk Institute,0.65,,,Gas,Operating,,2,1984-09-01T00:00:00.000Z,1984,2004-07-01T00:00:00.000Z,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Del Mar,Senate District 39,Assembly District 78,Congressional District 49,10-15%,11,,,"<a href="""">Google Earth</a>",,-117.24614782,32.88707215,113.357813,,,,194,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,e1bb7107-cd19-4077-a52c-0c8611baaf0a
-117.241730430053337,32.899962280275211,593,S0394,,S-B Med Research,0.22,,,Solar,Operating,,1,2011-01-28T00:00:00.000Z,2011,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Del Mar,Senate District 39,Assembly District 78,Congressional District 49,20-25%,20,,,"<a href="""">Google Earth</a>",,-117.24173043,32.89996228,127.601998,,,,89,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,523572c5-c332-41c2-b2fe-d05ac208900e
-117.239382317216695,32.873618723237762,594,G0640,,UCSD 1,30,209878,206562,Gas,Operating,,3,2001-07-01T00:00:00.000Z,2001,,,N,,G-13,,San Diego,CA,0,0,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Jolla,Senate District 39,Assembly District 78,Congressional District 49,15-20%,18,,,"<a href="""">Google Earth</a>",,-117.23938232,32.87361872,119.435502,,,0.783857,67,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,7ad5794c-48ab-4cc8-8fb3-67ddb2b029d5
-117.239164980533999,32.874213190460694,595,S0129,UCSD Solar,UCSD Solar PV System,1.2,3492,3492,Solar,Operating,,1,2008-06-01T00:00:00.000Z,2008,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,La Jolla,Senate District 39,Assembly District 78,Congressional District 49,15-20%,18,,,"<a href="""">Google Earth</a>",,-117.23916498,32.87421319,119.121206,,,0.331284,67,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,7f138a2c-da4b-435e-bb32-54b608704e65
-117.579947821519781,33.394965215111938,596,S0402,,USMC,2.8,4906,4906,Solar,Operating,,1,2015-05-26T00:00:00.000Z,2015,,,N,,F-12,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,San Clemente,Senate District 36,Assembly District 76,Congressional District 49,50-55%,52,,,"<a href="""">Google Earth</a>",,-117.57994782,33.39496522,11.115626,,,0.199470,66,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,91bb6db6-5a53-4128-a0de-1837460d74ca
-117.320449785135111,33.116493580094144,597,E0251,Encina  Pollution Control,Encina Pollution Control,3,14994,14994,Digester Gas,Operating,,4,1984-01-01T00:00:00.000Z,1984,,,N,,G-12,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Encinitas,Senate District 36,Assembly District 76,Congressional District 49,10-15%,14,,,"<a href=""https://earth.google.com/web/@33.1164942,-117.3204481,15.99157382a,867.68709799d,35y,0h,45t,0r/data=CjoaOBIyCgAZO5YtSOmOQEAhLmS_OIJUXcAqHDMzwrAwNic1OS40Ik4gMTE3wrAxOScxMy42IlcYAiABKAI"">Google Earth</a>",,-117.32044979,33.11649358,6.757000,,,0.568989,140,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,7aad9bf2-d4ad-42ae-92ba-04e431fef906
-117.289200621774881,33.049431797536961,598,G0285, ,Jolly Clean,0.02,,,Gas,Operating,,,,,,,N,,G-13,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Encinitas,Senate District 36,Assembly District 76,Congressional District 49,10-15%,15,,,"<a href=""https://earth.google.com/web/@33.0504086,-117.28687,52.86018974a,868.40561629d,35y,0h,45t,0r/data=CjoaOBIyCgAZ9Df8yXOGQEAhBg39E1xSXcAqHDMzwrAwMycwMS41Ik4gMTE3wrAxNycxMi43IlcYAiABKAI"">Google Earth</a>",,-117.28920062,33.0494318,35.824292,,,,154,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,c5c10a7a-9145-4db6-aa58-5ddaf77d0f3d
-117.293109179888162,33.043802267699249,599,S0393,,"Pacific Sta.
",0.1,,,Solar,Operating,,1,2012-05-16T00:00:00.000Z,2012,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Encinitas,Senate District 36,Assembly District 76,Congressional District 49,1-5% (lowest scores),2,,,"<a href="""">Google Earth</a>",,-117.29310918,33.04380227,24.710721,,,,175,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,65fd553a-d6f1-4361-853e-dbd4c8478890
-117.246548116904037,33.068130515000476,600,H0615,DCM WTP,David C. McCollom WTP,0.74,,,Hydro,Operating,,1,2007-01-23T00:00:00.000Z,2007,,,N,,G-13,,San Diego,CA,0,1,0,QFER,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Rancho Santa Fe,Senate District 36,Assembly District 76,Congressional District 49,1-5% (lowest scores),2,,,"<a href="""">Google Earth</a>",,-117.24654812,33.06813052,37.072420,,,,226,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,1a04df74-11a4-4f61-9c1a-15ad86a08609
-117.200843388473643,33.07295563232811,601,H0369,"Roger Miller Hydro, Olivenhain Municipal WD",Roger Miller,0.45,,,Hydro,Operating,,,,,,,N,,G-13,,San Diego,CA,,1,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Rancho Santa Fe,Senate District 36,Assembly District 76,Congressional District 49,5-10%,9,,,"<a href="""">Google Earth</a>",,-117.20084339,33.07295563,161.639219,,,,202,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,4da3af0e-1e66-439b-bbef-67313fe0c71d
-117.33607345035216,33.447429498642883,602,S9004,,Farm ACW,1,1621,1621,Solar,Operating,,1,2012-01-01T00:00:00.000Z,2012,,,N,,G-12,,San Diego,CA,0,1,0,QFER,,LA Basin,Western LA Basin,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Fallbrook,Senate District 36,Assembly District 76,Congressional District 49,25-30%,29,,,"<a href="""">Google Earth</a>",,-117.33607345,33.4474295,174.767471,,,0.184540,123,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,b8ba6165-f0f0-401d-9802-118f54b03b81
-117.37609541494011,33.199260761125679,603,G0373,Mission Square Coin Laundry,Mt. Pleasant,0.011,,,Gas,Operating,,,,,,,N,,F-12,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,Oceanside,Senate District 36,Assembly District 76,Congressional District 49,40-45%,44,,,"<a href=""https://earth.google.com/web/@33.2001886,-117.3749867,37.3731708a,866.77406602d,35y,0h,45t,0r/data=CjoaOBIyCgAZGQSxx5-ZQEAh1js3yP9XXcAqHDMzwrAxMicwMC43Ik4gMTE3wrAyMiczMC4wIlcYAiABKAI"">Google Earth</a>",,-117.37609541,33.19926076,38.009364,,,,75,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,c810b225-7cb3-45e0-bdfa-8e483a901e00
-117.3233237189975,33.228510079632514,604,G0139, ,Coin Op Laundromat,0.01,,,Gas,Operating,,,,,,,N,,G-12,,San Diego,CA,,0,0,,,San Diego/ IV Area,San Diego,San Diego Gas & Electric,IOU,CALISO,San Diego County Air Pollution Control District,San Diego County,San Luis Rey,Senate District 36,Assembly District 76,Congressional District 49,20-25%,24,,,"<a href=""https://earth.google.com/web/@33.22947771,-117.32295989,16.03765848a,1574.23886555d,35y,-107.05134756h,45.00450047t,-0r/data=CjoaOBIyCgAZWLcwwV-dQEAho6jYPZ5UXcAqHDMzwrAxMyc0Ni4xIk4gMTE3wrAxOScxOS44IlcYAiAB"">Google Earth</a>",,-117.32332372,33.22851008,15.688000,,,,65,Neither Low Income Nor Disadvantaged Community,cecgis,2020-02-07T18:59:42.706Z,cecgis,2020-02-07T18:59:42.706Z,55187704-748b-4223-a330-8925d0336175
